,,,,,,,,,水質,,,,,,,,,,,,地質,,,,,底質汙染物,,,,,,,,藻礁生態系,,,,,,,,,,,,,,,
2019,12,18,W,G1,3,G1-3-H,H,7:08,20.5 ,32.5 ,7.88 ,9.13 ,101.2 ,5.50 ,0.02,0.15,0.02,0.054,,0.984 ,1.966666667,0.000,0.167,24.833,10.000,,,,,,,,,20,0,22.67,12.00,0.00,8700,400,0,400,0,0,0,0,900,0,
2019,12,18,W,G1,3,G1-3-M,M,7:28,20.5 ,32.5 ,7.94 ,9.29 ,102.9 ,5.10 ,0.01,0.15,0.04,0.041,,1.120 ,1.266666667,1.333,0.000,23.667,7.000,,,,,,,,,55,2,2.67,20.00,0.00,6300,700,0,100,200,0,0,100,1500,0,
2019,12,18,W,G1,3,G1-3-L,L,7:37,20.7 ,32.5 ,7.92 ,9.53 ,105.9 ,9.80 ,0.02,0.15,0.03,0.035,,2.028 ,0.75,0.500,0.000,24.500,8.500,0.09,0.19,18.1,20.6,20.7,12.7,91.4,7.69,32,10,6.67,0.00,0.00,4800,900,0,200,0,0,0,0,1900,0,0
2019,12,18,W,G2,1,G2-1-H,H,6:59,20.7 ,33.3 ,7.86 ,8.95 ,100.7 ,2.70 ,0.02,0.14,0.03,0.043,,1.550 ,5.116666667,21.333,0.000,3.667,2.333,,,,,,,,,0,36,5.33,13.33,0.00,1300,0,0,2300,0,0,0,0,0,0,
2019,12,18,W,G2,1,G2-1-M,M,7:08,20.6 ,33.2 ,7.93 ,8.96 ,100.3 ,4.50 ,0.02,0.14,0.02,0.032,,1.494 ,5.516666667,10.333,0.000,14.667,24.333,,,,,,,,,16,4,0.00,2.67,0.00,9300,100,100,200,0,0,0,500,2200,0,
2019,12,18,W,G2,1,G2-1-L,L,7:14,20.6 ,33.4 ,7.93 ,9.11 ,101.9 ,10.10 ,0.02,0.13,0.013,0.026,,1.191 ,1.35,7.000,0.000,18.000,8.333,0.058,0.19,17.6,17.3,21.1,12.1,89.2,9.58,20,1,0.00,0.00,0.00,4100,200,0,100,0,0,0,0,4000,0,3
2019,12,,W,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,0.00,0.00,0.00,3200,400,0,1600,0,0,0,0,15000,0,
2019,12,,W,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,0.00,0.00,0.00,13100,1200,0,1800,200,0,0,0,10300,0,
2019,12,,W,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,65,3,2.67,0.00,0.00,12200,1100,0,500,300,0,0,400,7300,0,42
2019,12,18,W,G2,3,G2-3-H,H,7:33,20.1 ,33.5 ,7.84 ,8.21 ,91.0 ,6.60 ,0.02,0.14,0.013,0.058,,0.594 ,1.55,5.333,0.000,19.667,3.333,,,,,,,,,36,4,10.67,2.67,0.00,7500,700,0,2200,0,0,0,0,8800,0,
2019,12,18,W,G2,3,G2-3-M,M,7:41,20.2 ,33.6 ,7.99 ,9.21 ,102.2 ,4.30 ,0.02,0.13,0.013,0.041,,0.850 ,0.5833333333,5.000,0.000,20.000,10.000,,,,,,,,,20,4,0.00,0.00,0.00,9200,1000,0,1800,300,0,0,400,10900,0,
2019,12,18,W,G2,3,G2-3-L,L,7:51,20.9 ,33.5 ,8.03 ,9.19 ,103.4 ,23.90 ,0.01,0.14,0.013,0.035,,1.449 ,1,1.333,0.000,23.667,9.000,0.086,0.19,18.8,22.1,23.2,12.3,98.6,7.63,20,2,0.00,2.67,0.00,16100,3500,0,1900,0,0,0,0,6000,0,0
2019,12,19,W,KS,1,KS1-H,H,8:14,19.4 ,32.7 ,7.91 ,9.07 ,99.2 ,10.60 ,0.01,0.32,0.07,0.059,,3.587 ,2.95,11.333,0.333,13.333,9.333,,,,,,,,,4.3,3,104.00,6.67,0.00,5600,2000,100,0,100,0,0,0,13100,0,
2019,12,19,W,KS,1,KS1-M,M,8:25,19.7 ,33.1 ,7.89 ,8.87 ,97.5 ,31.20 ,0.01,0.34,0.08,0.051,,2.939 ,3.9,10.333,0.000,14.667,4.000,,,,,,,,,4,4.3,0.00,0.00,0.00,5500,1200,100,300,300,0,0,0,6900,0,
2019,12,19,W,KS,1,KS1-L,L,8:32,19.7 ,33.1 ,7.92 ,9.18 ,101.1 ,57.20 ,0.01,0.36,0.08,0.043,,4.079 ,1.966666667,2.667,0.000,22.333,11.667,0.049,0.19,17.8,13.9,19.8,10.4,82.9,6.02,35.3,3.3,8.00,8.00,0.00,13600,1400,0,200,600,0,0,100,6800,0,32
2019,12,19,W,KS,2,KS2-H,H,9:15,19.0 ,31.5 ,7.96 ,9.55 ,103.6 ,2.00 ,0.03,0.68,0.21,0.034,,1.329 ,1.766666667,8.667,1.000,15.333,11.667,,,,,,,,,3.7,0.7,0.00,0.00,0.00,1600,800,0,1100,300,0,0,800,2100,0,
2019,12,19,W,KS,2,KS2-M,M,9:09,19.2 ,30.7 ,8.02 ,10.20 ,111.3 ,6.30 ,0.05,0.73,0.20,0.047,,1.229 ,1.2,1.333,5.333,18.333,4.667,,,,,,,,,8.7,1,44.00,4.00,0.00,9000,1200,500,600,0,0,0,0,1300,0,
2019,12,19,W,KS,2,KS2-L,L,9:04,19.8 ,29.3 ,7.89 ,8.76 ,96.3 ,21.00 ,0.08,0.86,0.57,0.043,,1.783 ,0.8833333333,0.000,2.667,22.333,6.667,0.049,0.19,17.6,14.3,21.0,12.6,89.7,5.15,21.3,1.3,9.33,4.00,0.00,15600,3100,0,1500,1100,0,0,0,5600,0,61
2019,12,19,W,KS,3,KS3-H,H,9:46,19.3 ,32.8 ,8.04 ,10.22 ,112.1 ,13.60 ,0.01,0.50,0.04,0.031,,1.793 ,1.133333333,2.333,4.000,18.667,0.000,,,,,,,,,1.3,1.7,10.67,0.00,0.00,8900,6000,0,2600,400,0,0,0,2800,0,
2019,12,19,W,KS,3,KS3-M,M,9:40,19.4 ,32.8 ,8.00 ,9.74 ,106.6 ,21.50 ,0.02,0.52,0.06,0.038,,2.737 ,1.733333333,4.000,3.000,18.000,7.000,,,,,,,,,9,1.7,5.33,0.00,0.00,10400,1100,0,1700,500,0,0,0,5700,0,
2019,12,19,W,KS,3,KS3-L,L,9:37,19.6 ,32.7 ,7.96 ,9.50 ,103.9 ,29.40 ,0.01,0.50,0.13,0.048,,1.953 ,1.633333333,4.000,2.333,18.667,5.667,0.049,0.19,18.2,14.5,22.0,11.0,82.7,8.52,21.3,18.7,8.00,0.00,0.00,9800,2100,0,0,300,0,0,0,3800,0,3
2019,12,19,W,KS,1,KS1滿,滿,15:57,20.4 ,33.6 ,8.07 ,9.17 ,102.0 ,35.50 ,0.02,0.15,0.013,0.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,19,W,KS,2,KS2滿,滿,15:40,20.7 ,33.1 ,8.04 ,9.17 ,102.4 ,48.60 ,0.01,0.17,0.03,0.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,19,W,KS,3,KS3滿,滿,15:29,20.6 ,32.7 ,8.07 ,9.16 ,102.7 ,129.00 ,0.01,0.22,0.03,0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,19,W,G1,,G1滿,滿,15:44,20.3 ,32.1 ,7.87 ,9.15 ,100.7 ,45.60 ,0.02,0.31,0.19,0.060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,12,19,W,G2,,G2滿,滿,16:11,20.2 ,32.3 ,7.82 ,9.26 ,101.5 ,55.70 ,0.01,0.22,0.1,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,15,W,BY,1,BY1-H,H,7:35,16.6 ,30.1 ,8.13 ,9.92 ,102.1 ,54.80 ,0.07,0.74,0.02,0.127,,,3.283333333,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,
2020,1,15,W,BY,1,BY1-M,M,7:23,16.1 ,30.3 ,8.13 ,10.05 ,102.5 ,28.80 ,0.07,0.77,0.01,0.112,,,3.683333333,,,,,,,,,,,,,20,2,,,,,,,,,,,,,,
2020,1,15,W,BY,1,BY1-L,L,7:14,16.8 ,30.6 ,8.08 ,9.45 ,98.7 ,138.00 ,0.05,0.67,0.01,0.136,,,1.6,,,,,,,,,,,,,20,4,,,,,,,,,,,,,,
2020,1,15,W,BY,2,BY2-H,H,8:33,17.0 ,29.3 ,8.16 ,7.83 ,80.5 ,33.30 ,0.08,0.93,0.01,0.112,,,3.466666667,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,
2020,1,15,W,BY,2,BY2-M,M,7:53,17.1 ,26.3 ,8.10 ,9.10 ,93.5 ,36.50 ,0.06,0.78,0.01,0.117,,,4.383333333,,,,,,,,,,,,,16,1,,,,,,,,,,,,,,
2020,1,15,W,BY,2,BY2-L,L,8:04,16.5 ,26.3 ,8.22 ,10.31 ,106.4 ,45.20 ,0.05,0.76,0.07,0.127,,,0.15,,,,,,,,,,,,,16,6,,,,,,,,,,,,,,
2020,1,15,W,BY,3,BY3-H,H,8:44,17.0 ,28.1 ,8.14 ,9.60 ,99.6 ,24.90 ,0.05,0.91,0.12,0.109,,,3.183333333,,,,,,,,,,,,,12,2,,,,,,,,,,,,,,
2020,1,15,W,BY,3,BY3-M,M,8:18,17.1 ,29.4 ,8.13 ,9.48 ,98.6 ,66.90 ,0.05,0.75,0.03,0.134,,,0.3,,,,,,,,,,,,,20,2,,,,,,,,,,,,,,
2020,1,15,W,BY,3,BY3-L,L,8:11,17.5 ,30.8 ,8.13 ,9.46 ,99.2 ,104.00 ,0.04,0.73,0.07,0.146,,,0.2,,,,,,,,,,,,,40,4,,,,,,,,,,,,,,
2020,1,16,W,G1,1,G1-1-H,H,9:19,18.7 ,31.6 ,8.09 ,8.86 ,94.9 ,21.30 ,0.02,0.42,0.1,0.048,,,3.85,,,,,,,,,,,,,0,16,,,,,,,,,,,,,,
2020,1,16,W,G1,1,G1-1-M,M,9:15,18.6 ,31.6 ,8.18 ,10.40 ,110.9 ,17.80 ,0.02,0.44,0.08,0.054,,,4.116666667,,,,,,,,,,,,,36,4,,,,,,,,,,,,,,
2020,1,16,W,G1,1,G1-1-L,L,9:04,18.8 ,31.5 ,8.16 ,10.05 ,108.6 ,13.80 ,0.02,0.46,0.07,0.05,,,4.25,,,,,,,,,,,,,32,4,,,,,,,,,,,,,,
2020,1,,W,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,
2020,1,,W,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,32,5,,,,,,,,,,,,,,
2020,1,,W,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,28,5,,,,,,,,,,,,,,
2020,1,16,W,G1,3,G1-3-H,H,9:55,18.7 ,31.6 ,8.23 ,12.10 ,129.8 ,21.90 ,0.02,0.43,0.07,0.047,,,1.616666667,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,
2020,1,16,W,G1,3,G1-3-M,M,9:46,18.9 ,31.8 ,8.07 ,9.65 ,103.9 ,30.50 ,0.02,0.37,0.07,0.051,,,1.95,,,,,,,,,,,,,32,2,,,,,,,,,,,,,,
2020,1,16,W,G1,3,G1-3-L,L,9:37,18.9 ,31.6 ,8.14 ,9.60 ,103.2 ,59.10 ,0.03,0.51,0.09,0.125,,,1.066666667,,,,,,,,,,,,,24,4,,,,,,,,,,,,,,
2020,1,16,W,G2,1,G2-1-H,H,9:10,18.4 ,32.3 ,8.22 ,10.86 ,115.8 ,23.80 ,0.02,0.45,0.06,0.048,,,3.166666667,,,,,,,,,,,,,0,6,,,,,,,,,,,,,,
2020,1,16,W,G2,1,G2-1-M,M,9:04,18.3 ,32.4 ,8.16 ,9.55 ,101.5 ,13.70 ,0.02,0.45,0.1,0.045,,,2.166666667,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,
2020,1,16,W,G2,1,G2-1-L,L,8:58,18.4 ,32.3 ,8.15 ,10.02 ,106.6 ,25.50 ,0.02,0.46,0.09,0.043,,,1.133333333,,,,,,,,,,,,,40,4,,,,,,,,,,,,,,
2020,1,,W,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,,,,,
2020,1,,W,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,28,1,,,,,,,,,,,,,,
2020,1,,W,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,20,2,,,,,,,,,,,,,,
2020,1,16,W,G2,3,G2-3-H,H,9:44,18.6 ,32.2 ,8.39 ,13.79 ,147.1 ,5.70 ,0.01,0.49,0.07,0.041,,,2,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,
2020,1,16,W,G2,3,G2-3-M,M,9:39,18.7 ,32.3 ,8.40 ,14.20 ,152.0 ,4.90 ,0.01,0.51,0.10,0.031,,,3.05,,,,,,,,,,,,,36,4,,,,,,,,,,,,,,
2020,1,16,W,G2,3,G2-3-L,L,9:32,18.7 ,32.6 ,8.23 ,10.32 ,110.4 ,15.70 ,0.02,0.44,0.08,0.047,,,1.2,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,
2020,1,15,W,KS,1,KS1-H,H,7:16,15.3 ,32.3 ,7.99 ,10.31 ,102.8 ,10.40 ,0.02,0.39,0.06,0.092,,,1.6,,,,,,,,,,,,,1,7.7,,,,,,,,,,,,,,
2020,1,15,W,KS,1,KS1-M,M,7:08,16.7 ,31.9 ,7.98 ,9.75 ,100.6 ,21.50 ,0.03,0.35,0.013,0.084,,,2.166666667,,,,,,,,,,,,,17.3,4.3,,,,,,,,,,,,,,
2020,1,15,W,KS,1,KS1-L,L,7:05,17.2 ,31.8 ,7.94 ,9.35 ,96.9 ,19.70 ,0.02,0.39,0.013,0.079,,,1.166666667,,,,,,,,,,,,,28,2,,,,,,,,,,,,,,
2020,1,15,W,KS,2,KS2-H,H,7:53,15.6 ,29.9 ,8.08 ,11.15 ,112.0 ,2.60 ,0.05,0.67,0.02,0.080,,,1.15,,,,,,,,,,,,,1,3.3,,,,,,,,,,,,,,
2020,1,15,W,KS,2,KS2-M,M,7:47,15.7 ,30.2 ,8.14 ,11.54 ,115.8 ,3.70 ,0.04,0.69,0.013,0.080,,,0.95,,,,,,,,,,,,,2.7,2.7,,,,,,,,,,,,,,
2020,1,15,W,KS,2,KS2-L,L,7:40,16.5 ,31.4 ,7.97 ,9.73 ,99.5 ,17.90 ,0.06,0.70,0.013,0.101,,,1.216666667,,,,,,,,,,,,,26.7,6,,,,,,,,,,,,,,
2020,1,15,W,KS,3,KS3-H,H,8:23,16.7 ,32.5 ,8.36 ,12.98 ,129.3 ,12.50 ,0.01,0.43,0.013,0.063,,,4.266666667,,,,,,,,,,,,,9,1.3,,,,,,,,,,,,,,
2020,1,15,W,KS,3,KS3-M,M,8:19,16.7 ,32.6 ,8.20 ,11.60 ,118.9 ,5.20 ,0.00095,0.46,0.03,0.063,,,1.7,,,,,,,,,,,,,7,18,,,,,,,,,,,,,,
2020,1,15,W,KS,3,KS3-L,L,8:14,16.7 ,31.5 ,8.11 ,10.26 ,105.6 ,13.70 ,0.02,0.44,0.07,0.068,,,4.983333333,,,,,,,,,,,,,33.7,8.3,,,,,,,,,,,,,,
2020,1,15,W,KS,1,KS1滿,滿,13:58,19.5 ,32.4 ,8.17 ,9.69 ,105.1 ,67.30 ,0.03,0.34,0.11,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,15,W,KS,2,KS2滿,滿,14:06,19.6 ,32.1 ,8.16 ,9.48 ,103.3 ,91.00 ,0.03,0.4,0.14,0.137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,15,W,KS,3,KS3滿,滿,14:25,19.3 ,32.0 ,8.18 ,9.62 ,104.2 ,106.00 ,0.03,0.45,0.13,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,15,W,G1,,G1滿,滿,14:00,19.2 ,31.2 ,8.05 ,9.43 ,102.5 ,69.70 ,0.04,0.48,0.19,0.128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,1,15,W,G2,,G2滿,滿,14:38,19.3 ,31.5 ,8.10 ,9.32 ,101.8 ,93.00 ,0.03,0.41,0.18,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2,12,W,BY,1,BY1-H,H,7:54,17.5 ,32.6 ,8.04 ,10.17 ,106.8 ,7.70 ,0.02,0.23,0.07,0.085,,0.630 ,2.2,8.000,2.667,14.333,6.667,,,,,,,,,55,2,16.00,13.33,0.00,1100,700,0,1400,0,0,0,0,200,0,
2020,2,12,W,BY,1,BY1-M,M,7:49,17.2 ,32.4 ,7.94 ,9.78 ,102.2 ,6.30 ,0.02,0.34,0.05,0.066,,0.720 ,3.05,5.667,2.667,16.667,8.000,,,,,,,,,70,2,37.33,0.00,0.00,500,200,0,0,0,0,0,200,0,0,
2020,2,12,W,BY,1,BY1-L,L,7:40,17.4 ,32.5 ,7.95 ,8.83 ,92.4 ,64.30 ,0.02,0.28,0.06,0.133,,2.118 ,0.4166666667,0.333,2.833,21.833,4.333,0.057,0.19,28.7,35.1,32.0,17.2,129.0,15.30,70,2,12.00,36.00,0.00,3800,200,0,300,0,0,0,0,3400,0,14
2020,2,12,W,BY,2,BY2-H,H,8:45,18.1 ,32.7 ,8.05 ,11.07 ,117.6 ,12.20 ,0.02,0.23,0.06,0.090,,0.621 ,3.316666667,4.000,1.667,19.333,6.000,,,,,,,,,25,1,110.67,1.33,0.00,3900,1100,0,0,300,0,0,0,1700,0,
2020,2,12,W,BY,2,BY2-M,M,8:17,18.5 ,32.3 ,7.99 ,7.83 ,81.8 ,17.30 ,0.02,0.22,0.06,0.109,,1.213 ,2.25,3.333,3.167,18.500,10.667,,,,,,,,,55,2,49.33,1.33,0.00,5300,500,0,0,200,0,0,200,3100,0,
2020,2,12,W,BY,2,BY2-L,L,8:23,19.1 ,31.6 ,8.09 ,10.59 ,114.9 ,18.50 ,0.02,0.26,0.08,0.070,,3.997 ,1.5,3.833,5.000,16.167,10.667,0.052,0.19,27.1,30.7,30.5,17.8,124.0,17.30,60,10,89.33,2.67,0.00,6600,400,0,100,0,0,0,200,5600,0,26
2020,2,12,W,BY,3,BY3-H,H,8:40,18.5 ,32.6 ,8.08 ,9.19 ,98.5 ,13.40 ,0.01,0.51,0.06,0.095,,0.731 ,2.016666667,5.667,3.000,16.333,7.000,,,,,,,,,28,1,117.33,5.33,0.00,1400,0,0,1600,0,0,0,0,0,0,
2020,2,12,W,BY,3,BY3-M,M,8:35,18.0 ,33.0 ,7.94 ,8.96 ,94.4 ,18.10 ,0.02,0.26,0.06,0.095,,1.798 ,3.716666667,4.333,2.500,18.167,11.500,,,,,,,,,35,1,54.67,40.00,0.00,9100,500,0,900,600,0,0,200,4500,0,
2020,2,12,W,BY,3,BY3-L,L,8:29,17.9 ,32.5 ,8.01 ,9.23 ,97.6 ,35.20 ,0.02,0.24,0.07,0.080,,4.346 ,0.5,1.667,5.333,18.000,13.333,0.049,0.19,28.6,33.1,30.2,17.0,122.0,16.90,77,12,73.33,14.67,0.00,4200,1600,0,100,100,0,0,0,3500,0,2
2020,2,11,W,G1,1,G1-1-H,H,6:48,16.8 ,32.5 ,8.00 ,9.19 ,96.3 ,33.80 ,0.02,0.34,0.12,0.227,,1.099 ,1.133333333,1.500,0.000,23.500,7.000,,,,,,,,,40,8,29.33,41.33,0.00,6800,300,0,900,400,0,0,0,100,0,
2020,2,11,W,G1,1,G1-1-M,M,6:55,16.9 ,32.5 ,7.95 ,8.47 ,87.7 ,52.00 ,0.02,0.33,0.1,0.155,,1.515 ,0.3333333333,1.000,0.000,24.000,14.333,,,,,,,,,64,3,2.67,18.67,0.00,2300,600,100,500,200,0,0,0,600,0,
2020,2,11,W,G1,1,G1-1-L,L,7:01,16.9 ,32.7 ,8.01 ,9.17 ,95.3 ,28.10 ,0.02,0.36,0.09,0.217,,3.388 ,1.683333333,1.333,0.167,23.500,7.167,0.049,0.19,28.3,39.0,32.2,17.9,140.0,15.50,52,2,5.33,0.00,0.00,7500,600,0,500,400,0,0,0,600,0,4
2020,2,,W,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,2.67,16.00,0.00,500,1000,0,100,0,0,0,0,100,0,
2020,2,,W,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,64,8,5.33,50.67,0.00,700,300,0,0,0,0,0,0,100,0,
2020,2,,W,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,48,2,5.33,5.33,0.00,2400,1000,0,0,0,0,0,0,300,0,16
2020,2,11,W,G1,3,G1-3-H,H,8:00,16.7 ,32.8 ,8.08 ,9.24 ,95.3 ,15.60 ,0.02,0.37,0.09,0.15,,0.944 ,2.1,3.333,0.000,21.667,14.333,,,,,,,,,56,4,5.33,101.33,0.00,6800,400,0,100,200,0,0,0,1000,0,
2020,2,11,W,G1,3,G1-3-M,M,7:48,17.0 ,32.9 ,8.04 ,9.14 ,94.6 ,19.50 ,0.02,0.34,0.09,0.16,,0.931 ,2.1,2.333,0.000,22.667,5.667,,,,,,,,,47,2,14.67,1.33,0.00,4000,200,0,0,0,0,0,0,2000,0,
2020,2,11,W,G1,3,G1-3-L,L,7:10,17.3 ,33.0 ,8.05 ,9.09 ,94.6 ,101.00 ,0.02,0.33,0.1,0.389,,11.924 ,1.55,2.333,0.000,22.667,9.833,0.049,0.19,26.6,39.7,30.3,17.9,133.0,14.30,52,4,8.00,6.67,0.00,9600,5000,0,1500,0,0,0,0,4300,0,0
2020,2,11,W,G2,1,G2-1-H,H,7:04,16.5 ,32.7 ,7.98 ,9.59 ,98.4 ,20.50 ,0.02,0.38,0.12,0.15,,3.137 ,2.3,5.667,0.000,19.333,8.333,,,,,,,,,3,4,0.00,0.00,0.00,2700,500,0,400,0,0,0,300,300,0,
2020,2,11,W,G2,1,G2-1-M,M,6:57,16.6 ,32.6 ,7.96 ,9.49 ,97.4 ,16.50 ,0.02,0.38,0.1,0.174,,0.943 ,3.833333333,7.667,1.000,16.333,15.000,,,,,,,,,52,20,2.67,0.00,0.00,8700,600,100,2400,0,0,0,0,2200,0,
2020,2,11,W,G2,1,G2-1-L,L,6:51,16.9 ,32.6 ,7.95 ,9.26 ,95.5 ,19.80 ,0.02,0.38,0.12,0.294,,3.331 ,1.083333333,1.333,0.000,23.667,8.667,0.049,0.19,22.3,49.0,25.3,16.0,111.0,20.50,54,2,0.00,1.33,0.00,8800,1000,0,800,0,0,0,100,13400,0,18
2020,2,,W,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,0.00,1.33,0.00,7800,1200,0,1200,300,0,0,100,25700,0,
2020,2,,W,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,0.00,1.33,0.00,12900,1600,100,900,400,0,0,200,9200,0,
2020,2,,W,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,40,24,5.33,0.00,0.00,4400,300,0,1400,0,0,0,0,3500,0,13
2020,2,11,W,G2,3,G2-3-H,H,7:26,16.4 ,32.7 ,7.91 ,8.08 ,82.6 ,8.60 ,0.02,0.36,0.1,0.136,,2.577 ,1.366666667,2.667,0.000,22.333,5.667,,,,,,,,,4,1,1.33,0.00,0.00,3600,400,0,600,0,0,0,0,8600,0,
2020,2,11,W,G2,3,G2-3-M,M,7:29,16.5 ,32.7 ,7.94 ,8.87 ,91.0 ,8.50 ,0.02,0.41,0.09,0.117,,4.208 ,2.466666667,3.667,0.000,21.333,15.333,,,,,,,,,6,10,0.00,4.00,0.00,4500,2700,0,2500,200,0,0,0,4600,0,
2020,2,11,W,G2,3,G2-3-L,L,7:22,16.8 ,32.7 ,7.98 ,9.15 ,94.4 ,34.50 ,0.02,0.35,0.09,0.15,,4.271 ,0.5833333333,2.667,0.000,22.333,12.333,0.049,0.19,28.6,46.4,32.3,18.2,140.0,17.20,52,16,1.33,0.00,0.00,3500,1900,0,700,0,0,0,0,5500,0,0
2020,2,12,W,KS,1,KS1-H,H,7:36,18.8 ,33.2 ,7.87 ,9.01 ,93.8 ,7.00 ,0.00095,0.16,0.04,0.090,,2.954 ,1.783333333,4.333,0.000,20.667,10.000,,,,,,,,,11.3,5.7,1.33,0.00,0.00,4400,700,0,300,300,0,0,0,6200,0,
2020,2,12,W,KS,1,KS1-M,M,7:30,17.7 ,33.5 ,7.91 ,9.53 ,100.1 ,10.00 ,0.02,0.18,0.07,0.070,,3.681 ,3.066666667,4.667,1.333,19.000,6.333,,,,,,,,,16,12,2.67,2.67,0.00,4600,800,0,2600,300,0,0,0,9800,0,
2020,2,12,W,KS,1,KS1-L,L,8:49,17.8 ,33.5 ,7.92 ,9.71 ,102.0 ,19.70 ,0.02,0.18,0.05,0.075,,3.065 ,1.35,4.333,1.000,19.667,8.667,0.049,0.19,27.8,29.8,27.3,17.4,122.0,15.70,51,6.3,6.67,30.67,0.00,7500,1500,0,1100,1000,0,0,100,6100,0,17
2020,2,12,W,KS,2,KS2-H,H,8:26,18.6 ,25.3 ,8.04 ,14.37 ,154.1 ,2.50 ,0.02,0.29,0.16,0.099,,2.932 ,1.733333333,4.000,4.333,16.667,4.333,,,,,,,,,6.7,3,221.33,1.33,0.00,500,2200,0,500,0,0,0,0,500,0,
2020,2,12,W,KS,2,KS2-M,M,8:12,18.7 ,33.3 ,8.09 ,13.90 ,148.9 ,6.00 ,0.02,0.19,0.07,0.066,,2.936 ,0.7666666667,0.667,14.000,10.333,5.333,,,,,,,,,12,2,113.33,4.00,0.00,5800,700,0,700,0,0,0,0,1500,0,
2020,2,12,W,KS,2,KS2-L,L,8:04,18.3 ,33.5 ,7.92 ,9.56 ,100.5 ,23.00 ,0.02,0.30,0.06,0.109,,2.801 ,1,0.000,1.000,24.000,0.000,0.049,0.19,18.4,13.3,18.6,13.7,71.2,16.60,24.3,8,12.00,104.00,0.00,16000,4800,0,3200,300,0,0,0,7400,0,24
2020,2,12,W,KS,3,KS3-H,H,9:05,19.3 ,33.6 ,8.11 ,12.51 ,135.3 ,5.30 ,0.02,0.15,0.06,0.070,,1.429 ,4.9,2.667,2.667,19.667,6.667,,,,,,,,,4.3,6.7,40.00,0.00,0.00,5200,1700,0,1000,300,0,0,300,10400,0,
2020,2,12,W,KS,3,KS3-M,M,9:00,18.8 ,33.6 ,8.03 ,10.70 ,114.6 ,8.70 ,0.02,0.16,0.03,0.080,,4.287 ,2.216666667,4.000,5.000,16.000,9.333,,,,,,,,,9.3,12,8.00,1.33,0.00,5500,1400,0,0,200,0,0,0,4800,0,
2020,2,12,W,KS,3,KS3-L,L,7:22,18.4 ,33.5 ,8.01 ,11.27 ,120.1 ,20.90 ,0.02,0.16,0.04,0.070,,3.780 ,0.9833333333,5.333,2.333,17.333,10.000,0.049,0.19,21.0,15.7,21.7,14.3,77.2,16.80,16,22.7,1.33,2.67,0.00,2800,1500,0,500,300,0,0,100,5300,0,34
2020,2,11,W,KS,1,KS1滿,滿,12:38,18.8 ,33.2 ,8.05 ,9.88 ,106.1 ,60.80 ,0.02,0.24,0.09,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2,11,W,KS,2,KS2滿,滿,12:54,18.5 ,31.2 ,8.04 ,9.76 ,104.5 ,84.00 ,0.02,0.32,0.68,0.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
